date_posted,age,county,religion,tweet_text
15/11/2013,39,Down,Protestant,alexkaneb deirdrenorton sdlplive agree alex sinn fein fault will fool fool shame fool twice shame time return status quo mean meantime joint authority need happen focus certain mind
26/08/2014,43,Monaghan,Atheist,"tell certain big problem sinnfein go fix power 

 ireland housing crisis 
 rtept"
18/01/2014,46,Wicklow,Catholic,"paddytoland udippy carlalockhart jamiebrysoncpni pretty sure dippy border county protestantunionist get kick wind irish people north troll account 

 tweet dublin relate hate sf ira unification sinn feinira"
18/01/2014,46,Wicklow,Atheist,fianna fáil elect rep train interrupt speak breath everytime sinn féin representative speak example contempt irish citizen deny opportunity hear alternative view rté bad
12/07/2014,38,Monaghan,Atheist,"grahambsi currently sinnfein popular political party north south border ireland 
 ni vote stay eu 
 nuclear option heart gfa 
 toryliar"
21/08/2016,55,Armagh,Protestant,"sinn féin leader slam dup selfserve political stunt early election 
"
25/09/2018,29,Limerick,Catholic,political agreement stormant mean minister resign deputy ridiculous sinn féin power dup leader choose resign
02/12/2019,38,Waterford,Catholic,takeaway rteprimetime housingdebate sinnfein support housing proposal meet particular political criterion mean lose new start oscartraynor
28/09/2016,49,Donegal,Other,"suppose debate rtept different definition debate 

 virgin medium organise housing debate bring minister amp housing spokespeople party sinn féin 

 proper debate 🤷 ‍ ♂ ️"
30/10/2013,32,Carlow,Catholic,hangblaa election jeffrey apply join sinn fein s real vote getter look big reward
02/10/2022,50,Galway,Atheist,way quick election sinn fein majority ridiculous duo minority ni electorate impact   uk policy
01/07/2015,55,Limerick,Catholic,jim realise people vote sinn fein
27/10/2013,36,Meath,Protestant,argument let sinn fein large party work year shock sadden fm amp dfm exact power title fm amp dfm essentially meaninglessness
26/04/2021,58,Louth,Catholic,quinlivantd markgarrigan rtenews sinnfeinireland let drove help canvass sinn fein north send message
11/01/2014,29,Limerick,Protestant,darraghobrientd evening expose sinn fein rhetoric
21/08/2014,35,Waterford,Protestant,sinn féin get primary general election not go magic silver bullet fix country people like prick davy rattle certainly good shout fix housing crisis rtept
07/07/2016,29,Carlow,Protestant,effanne sinn féin maryloumcdonald taoiseach priority scrap tv licence tax viewer amp reduce overall funding rte
16/09/2014,37,Longford,Catholic,"duponline jdonaldsonmp think go people believe lot mistaken 
 prediction 
 lead talk concede ground sinn fein government bribe knighthood amp peerage 
 duper"
17/10/2020,50,Limerick,Catholic,catharinehoey bbcnewsni gordonlyon moneillsf endamcclafferty s rumour sinn fein hassle interview interruption etc blacklist reporterwonder thing case
04/09/2021,40,Kerry,Catholic,"paul givan resign minister northern ireland 

 automatically remove michelle oneill sinn fein office power sharing agreement 
 "
25/08/2021,44,Derry,Protestant,aerisfelidae minister resign deputy minister sinn fein force resign mean executive ve potentially push thorugh   year budget long ahead
07/10/2015,35,Armagh,Protestant,not quit not pressure reverse mad poot   resign sinn fein deputy fm resign ni minister direct dept say tell ni stop fke say way old chap
23/11/2017,30,Cork,Protestant,margare andrewm ha ha good margaret   wrong criticise sinn fein issue warrant sure relevance thread specifically single sf
31/10/2018,65,Laois,Catholic,annmarieeejit will not shout sinn féin not interrupt proceed interrupt eobroin nonstop
05/12/2021,40,Clare,Catholic,leonaoneill jesus weep tea coffee sinn fein inmyhead colum eastwood belittle view need connect different occasion like unionisim
20/12/2016,32,Galway,Catholic,sinn fein not come soundbite live tv debate show primetime
19/04/2021,65,Clare,Atheist,vote sinn féin think disaster not gaslight fffg rtept
08/07/2020,22,Laois,Catholic,btriagain mean refer worker party ff fg share power attack real republicans stand people north ie sinn fein ira fight british standstill get peace table war north
04/10/2014,37,Cork,Protestant,rteprimetime eoinobroin talk advocate property tax sitevalue communitylandtrust unacceptable sinnfein contrast socialist party globally darraghobrientd total agreement eobroin figure
27/01/2016,19,Carlow,Protestant,mcmanusdavid finegael financialtime tell high court fine gael rule fine gael entitle sinn fein fund colour shock
24/08/2016,54,Fermanagh,Catholic,"fianna fáil build house 🏡 

 sinn féin oppose ❌ 

 fianna fáil deliver large housing budget history state sinn féin oppose turn 

 seek prolong housing crisis electoral gain 

 housingforall rtept"
18/07/2020,49,Wicklow,Protestant,bryanwall sinn féin get money bank job ll 😅
03/02/2021,60,Longford,Catholic,instance election beg people vote logically change dupsinn fein share minister role help
28/11/2016,55,Wexford,Protestant,gaelulaidh rte agree keep sane question msm say u know   get bad day argument sinn fein govt get desperate
28/09/2018,59,Tipperary,Atheist,  interviewer sinn fein tonight   rtept
08/12/2020,24,Armagh,Atheist,"caulmick love include sinn fein properly watch vote increase 
  rte strike"
23/01/2014,24,Roscommon,Protestant,rtept amazing sinn féin think € affordable home claim   € not rebuild home donegal
08/04/2021,59,Kildare,Protestant,check sinn féin video tiktok   infuriate completely indefensible
27/07/2018,34,Wicklow,Protestant,bart sinn fein hold press conference hotel today 🤷 🏼‍ ♀ ️ need bad language bart
12/10/2021,56,Louth,Catholic,"sinn fein stormont limp forever   
 sinn féin call early assembly election result paul givan resignation ni minister michelle oneill say speak party leader progress issue"
06/03/2017,53,Carlow,Protestant,sinn féin leader slam dup selfserve political stunt ear   youtube
18/04/2015,31,Dublin,Atheist,elmaryder btriagain raise vulture fund nearly chock give sinn fein get project eagle deal start deep freeze
15/08/2021,60,Galway,Protestant,"jimallister time remove sinn fein permanently ni political scene jdonaldsonmp duponline nigeldoddsdup eastantrimmp arlenefosteruk catharinehoey 
"
23/10/2013,63,Cavan,Protestant,rtept time sinn fein ask exactly differently waffle party wrong answer build public private housing   kind future   half population live state
14/02/2021,65,Fermanagh,Protestant,actingthegom imagine sinn fein
20/11/2016,26,Clare,Catholic,gcorey beltel pity sinn fein fm
11/10/2013,60,Longford,Protestant,conchobharc angiebeeb ruedaungier gain vote sinn féin
10/06/2019,21,Clare,Protestant,"btriagain ageingbull labour nama predate labour € bn profit stabilise banking sector intend big paper loss project eagle sinn fein helped sell prematurely € bn paper loss deal 

 sinn fein hand tory welfare set power"
13/05/2021,62,Down,Protestant,sinn fein members paddy loughran amp pat mcbride amp civilian michael odwyer murder ruc member sinn fein office belfast fall rd   fuair siad bás ar son saoirse na héireann
12/09/2015,52,Leitrim,Protestant,northern ireland protocol law adhere say sinn fein
15/08/2020,19,Offaly,Protestant,hopefully dup not gun sinn fein unofficial world record remember course not stormont stalemate ni eligible guinness world record
01/03/2013,48,Kerry,Protestant,join franmcnulty studio   housing minister darragh obrientd go head head sinn fein housing spokesman eobroin rtept housing
03/08/2016,65,Wicklow,Atheist,follow repost sinnfein pira
13/11/2013,20,Cork,Protestant,gaelulaidh not agree not know u see rte news   tonight disgraceful carry cathriona perry michelle o neill run scared montrose prospect sinn fein govt
30/07/2022,21,Kerry,Catholic,rtenew moneillsf rte news presenter interview michelle oneill resign discrimination sinn fein rte shameful
20/09/2019,51,Antrim,Catholic,"naive child careful wish  

 sinn féin minister inbound mr allister absolutely stop 🦖"
04/07/2022,33,Armagh,Atheist,mcswan sinn fein step foot westminster
29/05/2021,38,Carlow,Catholic,sinnféin call early election stormont response resignation dup minister mandatory resignation moneillsf deputy fm departure decision dup put seriously unionist lead north risk
14/03/2019,41,Kilkenny,Catholic,sinn féin leftist party carbon tax cut
05/11/2017,42,Longford,Catholic,effanne sinn fein shame rte great family great people north dup shameful north finish shameful dup
04/01/2017,49,Offaly,Atheist,aubery glazertwalker murrman barnesjoe hunch good anyone   sinn fein call early election tonight
18/02/2020,32,Westmeath,Other,patwatty edwardo mooreholme jdonaldsonmp uuponline sinn féin alliance blame mess moron remember jeffairy view cry steve aiken     unionist veto   stop oshami binliden praise dup get unionist veto ff
09/05/2021,36,Derry,Catholic,rtept relentless provisional sinn féin campaign government housing simultaneously oppose new housing project dublin region represent breathtaking level hypocrisy sfhypocrisy
16/07/2017,20,Wicklow,Protestant,chuckyrentonjim parrot late sinn fein catchphrase lie
16/02/2015,21,Laois,Atheist,scottmoore important point sinn fein offer joint minister deputy minister   office equality think dup reject offer know accept possibility government run
05/07/2017,36,Galway,Catholic,jc pogoskyblue oisinosiochain s joke right sinn fein run ni ve plenty time run fail
08/01/2018,33,Offaly,Protestant,"clash leinster house air 
 rtept housing minister darraghobrientd go head head sinn fein housing spokesman eobroin solve housing crisis rtept housing"
09/12/2016,59,Laois,Catholic,lerouxemmanuel aldosterone le sinn fein cest lirlande quel rapport avec lecosse
20/05/2021,34,Mayo,Other,"sinn fein block unionist plant rose bush tree mark identity sectarian triumphalism intolerance stay government 
 share power equal executive"
24/02/2016,52,Galway,Other,"richardtgarland will not bullshit whataboutery agree sinn fein factual fracture unionist community dup play fool johnson lackey 

"
08/03/2022,18,Meath,Catholic,"mrrwjohn sebasti trussliz marossefcovic sinn fein support dup 😂 
 delusional mentalist misfortune engage 
 ask johnson farage brexit improve yes remainer delusional 😂 
 support dup position"
13/02/2014,44,Meath,Protestant,illegal sinn fein overprint saoirse eireann fight united ireland   ulster painting p value unmounted mint
19/07/2022,56,Waterford,Atheist,runbikerun jimallister sinn fein minister 👍 👍
16/12/2013,34,Laois,Protestant,delusion shinnerbot found cogent argument 🤣 🤣 🤣 🤣 🤣 🤣 🤣 compliant opposition sinn féin offer couple year vote government practically
10/11/2016,62,Meath,Catholic,sdlp blame sinn fein
18/12/2019,28,Donegal,Catholic,carlalangni help sinn féin build new ireland citizen carlaa new ireland structure   join conversation new ireland
08/09/2014,25,Fermanagh,Atheist,fintancox political office sinn féin hold mandare electorate unionism gift
12/10/2015,60,Clare,Catholic,"seanwalsh reprichardneal tell sinn fein executive 

"
26/11/2013,42,Wexford,Catholic,lately yes dup terrible unionism pay dearly   year assembly unionist pretty frequent post conflict criminality sinn fein member yes stage sinn fein bad dup
24/01/2017,37,Mayo,Protestant,auberys account temporarily unavailable violate twitter medium policy learn
20/05/2018,31,Tyrone,Atheist,rtenew moneillsf suspect go ff fg opportunity aim sinnfein national broadcaster participate game taxpayer fund station expect high value clarify member sinn fein
25/07/2020,53,Longford,Other,kittibee ravenmargo caitrionaperry s ve stop watch news rte sinn féin supporter
04/01/2014,25,Roscommon,Protestant,"private public interest 
 home right commodity 
 ambition shortsightedness 
 sinn féin ffg 

 tonight eóin ó broin ff housing minister darragh o’brien prime time 

 bígí cinnte féachaint air"
24/01/2023,32,Monaghan,Other,karensethuraman remember vote sinn fein endorsement terrorist campaign
30/04/2016,46,Sligo,Catholic,jimallister probably time ll sinn féin deputy minister tbh
30/03/2015,33,Monaghan,Catholic,trussliz putin study sinnfeinira tactic
18/02/2017,24,Roscommon,Protestant,"🏘 ️ culmination rteprimetime series housing tonight franmcnulty host minister housing darragh o’brien sinn fein eoin obroin debate live studio time  

 📺 prime time   tonight pm rteone rteplayer 
 rtept housing"
02/11/2019,21,Carlow,Protestant,today event reminder northern ireland change silent actually stand voice hear point subject whim opportunism dup sinn fein uup sdlp alliance lot
27/09/2021,64,Meath,Protestant,andrewm not fgff dupuvf perfect bedfellow united ireland sinn fein   office     term month coalition fgff dupuvf   long spell sinn fein government
13/09/2014,20,Kerry,Catholic,"daire ageingbull eoinpoil paddycosgrave not rattle 
 fg backfoot 
 leo will not fg leader vote hell vote sinn féin 
 agree comrade"
15/11/2022,61,Leitrim,Protestant,leonaoneill sinn fein collapse stormont corruption dup
25/12/2015,53,Leitrim,Catholic,effanne question motivate type fear prior government opposition weak compliant sinn fein strong party found cogent argument cosy cartel panic threaten
29/04/2022,64,Derry,Catholic,paul givan resign minister dups donaldson say people sinn fein early election transformation health  
11/11/2021,49,Dublin,Catholic,"jrd kind opposition sinnfeinireland 
 sinnfein"
16/04/2020,56,Down,Other,"give dup amp uup fail nominate deputy minister event sinn féin large party election reasonable assume will 

 likely impetus nationalists amp unaligned shift new constitutional alternative"
17/08/2015,34,Derry,Catholic,ruedaungier pretty amazing   little surprised perry open bias penny drop caitrionaperry blunder rtenew moneillsf sinnfein caitrionaperry
07/04/2013,65,Dublin,Catholic,"happen paul givan resign minister dup donaldson say people sinn fein early election 
 niprotocol 
"
26/04/2015,57,Donegal,Catholic,"paulgivan ll history unionist leader statelet congratulation 
 sinn fein run place reunification 😀 😀 🇮 🇪 🇮 🇪"
24/03/2016,27,Louth,Catholic,cllrmichaellong belfastprod conversation mrs long leave kellie armstrong resignation shouting rooftop cowering bunker sinn fein possible vote count
22/03/2018,64,Cork,Catholic,"remember sinn féin collapse stormont irish language act not happen 
 lecture stormont"
01/11/2019,48,Roscommon,Catholic,carlalockhart analysis level sinn fein embarrass
08/05/2016,63,Wexford,Protestant,pauloli naomilong not imagine sinn fein run health fill hospital
10/05/2017,30,Leitrim,Atheist,allianceparty fast coat tail sinn fein
03/07/2015,38,Mayo,Protestant,"deputy minister sinn féin leader northern ireland moneillsf 
 react resignation minister paul givan    "
04/11/2016,26,Roscommon,Other,"catharinehoey napoleon bonaparte say wood swim sure find flag england problem ni sure find sinn fein wrong exploit 

 source"
23/02/2019,19,Clare,Protestant,gangeilleadh joeedwyer say sinn fein murder   people
03/05/2021,37,Waterford,Protestant,📻 tonight sinn féin eobroin go head head minister darragh o’brien big rteprimetime housing debate reaction analysis thomasgouldsf latedebaterte 🏠 👇 🏻
29/07/2015,39,Wexford,Other,"play politic future   action speak louder word time sinn fein action add markruffalo 
 come term sacrificial zone sacrificial people hate look zone sacrificial"
13/04/2017,44,Wicklow,Protestant,"m have side bs tonight sinn fein collapse stormont million lose rhi financial scandal engulf dup 
 dup collapse not way majority view 
 callitcorrectly"
19/02/2017,22,Armagh,Protestant,"explicitly clear ready lumber sinn féin failing amp antic dup look purely politically expedient true 

 lie inevitably sidetrack actual problem deleterious solve"
13/06/2014,31,Sligo,Protestant,martin kenny sinn féin relation afghan asylum seeker   state look accept practical come country
02/05/2020,27,Westmeath,Protestant,"dup think achieve dangerous stunt 
 way damage position ni uk viable political entity sinn fein initiative 
 today history key date irish unity"
23/03/2018,32,Fermanagh,Other,sinn fein good soundbite s
06/04/2021,52,Waterford,Catholic,robinswannmoh concerned action dup take today u unionist supportive instead you‘re play hand alliance green peo profit sdlp amp sinn fein
25/09/2013,43,Armagh,Catholic,nice sinn fein come election draw dole
26/08/2020,56,Kerry,Protestant,happyulster alright kid slightly obsess sinn fein probably therapist help
14/11/2022,60,Monaghan,Protestant,gaelulaidh effanne interesting moderate housing debate tonight m sure eobroin capable handle remember day sinn fein youth s impressive debate
18/11/2022,29,Laois,Atheist,duponline let hope direct rule   instead nonsense people ni pull plug long ago laugh sinn fein   think short memory bet love thought gardening leave
24/09/2020,25,Carlow,Protestant,paddyjtrainor duponline watch wear sinn fein connect detonator
16/10/2022,59,Kilkenny,Catholic,"robinswannmoh thank robin 

 sincerely hope electorate sense punish responsible disgusting act self harm ballot box 

 dup great threat   union sinn fein"
28/08/2016,64,Longford,Catholic,not bullshit unionist destabilise power sharing course dup time lot time past stupid action sinn fein member
22/03/2013,38,Fermanagh,Protestant,"day   february   count george noble plunkett win seat roscommon north byelection sinn féin irish midland result perceive knockout blow irish parliamentary party ipp 

 gript 

"
09/08/2022,52,Derry,Other,actually respect martin sf walk walk devolve stormont time massive massive error u remember joe unionists share power sf naughtie sinn fein member rob bank kill people
28/11/2020,47,Mayo,Protestant,"jimallister time start backstabbe dup uup party place vote constituency 
 s election horizon ll want tuv mlas new assembly lead sinn féin st minister 😉"
29/12/2018,51,Tipperary,Catholic,rthur gangeilleadh emmanueltouhey delude welsh vote brexit not let truth way terrorist support view sinn feinira
21/11/2017,45,Kerry,Other,"jimallister unionism total disarray protocol place article   trigger total brexit failure trigger trade sanction tory fraud open display trade boom neutral voter turn sinn féin united ireland draw nearer 

 bad day"
04/11/2013,65,Limerick,Catholic,adult room send assembly abyss   year time dup charlatan neck claim sinn fein well
15/01/2022,22,Monaghan,Atheist,columeastwood worry member comment matthewotoole branding unionist quote squalid rabble tell need know sdlplive sinnfein lite leadership
01/11/2017,35,Offaly,Protestant,"sinn fein win election rte blow cnn 
 russians coast getting elect"
18/01/2020,36,Offaly,Catholic,bridgeenmckenna darranmarshall sinn fein block funding queens jubilee plant tree sectarianism sinn fein will not share power equal
12/11/2013,57,Fermanagh,Protestant,leonaoneill want recall sinnféin collapse time paul givan   play major recall
06/01/2014,42,Sligo,Catholic,come form omission sf move bill legislatite marriage equality north tommie gorman late parish manage report sinn féin not mention
12/01/2017,46,Cork,Catholic,  year certain scotland country uk way m pretty sure go ni leave suspect sinn fein chance ll grab will not fail
13/05/2013,46,Armagh,Catholic,"dup minister resign automatically mean sf joint minister position resign 

  day micheál martin blame sinn féin collapse 

  not worry logic not need sense 🙄 

 dail rtept tonightvmtv"
03/04/2014,65,Leitrim,Other,"sinn féin deputy minister 

 sinn féin minister come amp feck jimbo 😎"
27/06/2013,32,Wicklow,Protestant,"brexitisntdone northern ireland minister paul givan dup resign brexit check good 

 sinn féin overtake dup large party local election threaten dup right minister position 

"
10/04/2016,41,Wicklow,Other,leonaoneill ianjamesparsley leona   today not sinn fein   cheap journalism attribute blame absolutely
10/11/2021,30,Westmeath,Catholic,staceygraham sorry sinn fein year heating contract unbelievable leave ni   mess recover hypocrite
05/08/2018,65,Clare,Protestant,redwineonly jonnyswift cllrmichaellong sinn fein crutch s alliance
09/07/2020,32,Longford,Catholic,time letter ⁦ft status ⁦⁦modern ⁦sinnfeinireland⁩ amp disconnect independence ⁦dsmooney⁩ ⁦ddebreadun⁩ ⁦senatormcdowell⁩ ⁦mickcliff⁩ ⁦nedosullivan⁩ sinn fein fund case worth read
13/12/2013,46,Monaghan,Catholic,"  deputy aengus ó snodaigh sinn féin say believe idea ombudsman good model protect heritage structure objective act effect 
 s right obviously"
17/11/2014,60,Laois,Protestant,carlalangni robinsbs think long farry well sinn fein dress think highly kelly armstrong
19/06/2015,47,Meath,Protestant,molloy tree plant d probably blame sinn féin plant 😅 😭
15/07/2015,30,Leitrim,Protestant,"📺 sinn féin spokesperson agriculture mattcarthy live tonightvmtv evening pm virginmediatv 

 watch   tonightvmtv"
28/08/2015,59,Donegal,Catholic,"➡ ️ tras esta noticia la presidenta de sinn fein mary lou mcdonald ha instado la celebración de eleccione anticipadas 

"
02/10/2014,60,Tyrone,Catholic,igaeilge ruedaungier crisis damn sinn fein
07/04/2019,37,Roscommon,Protestant,irishnews sinn fein reveal bury
23/08/2022,31,Louth,Protestant,jimallister yeah bad day government collapse   year ago sinn fein suddenly not matter hardline brexiteer walk mess throw tantrum expense literal populace northern ireland
25/12/2013,46,Wicklow,Protestant,sorchaeastwood hear farm family right petrify future hold base alliance amendment climate change bill tuesday abely assist sdlp sinn fein alliance party   self appoint expert
04/01/2020,39,Monaghan,Catholic,moneillsf sinn fein pursue selfish gain year bad try score point
03/02/2016,55,Meath,Protestant,"party 

 🟣 sf   sinn féin 
 🔵 fg   fine gael 
 🔵 ff   fianna fáil 
 🟢 grn   green 
 🔴 sd   social democrat 
 🔴 lab   labour 
 🟣 pbps   people profitsolidarity 
 🔵 aontú"
20/08/2014,20,Derry,Catholic,"cde voter welloff sinn féin poll   fine gael 

 red c jan 

 link"
24/08/2017,61,Offaly,Catholic,"duponline desperate try stance struggle find bullet point look like oppress 

 sinn féin block funding mark queen jubilee   maybe start civil right marche"
07/02/2015,50,Kildare,Protestant,jimallister jamiebrysoncpni sinn fein minister come maybetter day 😀
14/12/2013,41,Wicklow,Protestant,shyash load poll suggest sinn fein finally overtake dup election year yesterday dup stop enforce northern ireland protocol dissolve government
12/08/2018,37,Galway,Other,minister northernireland democratic unionist party paul givan resign plunge devolve government stormont turmoil year powershare sinnféin restore
03/07/2014,26,Wicklow,Catholic,think retrospect sinn fein commission statue celebrate centenary year hilarious year happen ni
09/12/2013,61,Longford,Protestant,ruedaungier not suggest saintly infallible sinn féin criticise tiny way   bad form   oh day journalist flog discourtesy
15/02/2022,21,Tipperary,Atheist,sinn féin oppose housing project taoiseach claim newstalk sean defoe take look
23/08/2019,37,Derry,Protestant,duponline north ireland ungovernable sinn fein want ve prove lol eire come thank memory dup bad 😉 🤣 🤣 🤣 ye jeff 🇮 🇪
16/01/2015,19,Longford,Catholic,fergusodowd outsider ireland   d imagine member sinn fein different experience   north
29/05/2017,37,Westmeath,Atheist,look sinn fein minister think bad day jim tuv
09/09/2021,37,Wexford,Catholic,fucking place hold sellotape amp string nhs threadbare education bankrupt social service inadequate add uncertainty brexit dup vote instead own shitshow run away time sinn fein amp   year justfuckoff
13/07/2022,45,Clare,Catholic,brianpjrowan sinn fein tie return stormont call border poll win high vote interesting boris get deal live depose tory attention turn jeffrey find sacrifice good pursuit unattainable ideal
04/08/2016,51,Longford,Protestant,alexkaneb remember alex dup clear serve deputy minister sinn fein minister sf large party stormont return let election dup react   sinn féin st minister
09/05/2018,50,Tipperary,Protestant,duponline fear people believe   want devolve government deliver intentionally collapse government well find way blame sinn fein quickly
02/02/2021,26,Armagh,Catholic,agree think early election suit sinn fein disadvantage small party depend knock door amp have meaningful engagement people secure vote rush election squeeze small party severely
18/12/2014,27,Donegal,Protestant,"infuriate genuinely make feel like shit sinn fein dup point go learn voting dup sinn fein absolutely engage sectarian titfortat cultural shaming 
 need moderate"
12/11/2014,53,Galway,Protestant,staceygraham sinn fein speak europa hotel place ira blow time
25/09/2021,19,Down,Catholic,"jennie wyse power 

 figure rise politic th century ireland activist feminist politician businesswoman 🇮 🇪 

 founder sinn féin inghinidhe na héireann cumann na mban 

 stbrigid stbrigidsweek 
 "
24/03/2020,60,Kilkenny,Catholic,"homelessness amp rough sleeping acceptable 

 follow country like finland end long term homelessness 

 sinn féin govt set firm deadline achieve amp follow investment amp policy happen timechange  "
13/06/2020,27,Monaghan,Other,peterkyle studiously ignore political stunt dup collapse stormont ahead election sinn fein minister collapse advance need worry democratically elect sf fm disingenuousstupi
05/04/2015,29,Cavan,Other,"key question northern ireland late powershare crisis 

 dup minister paul givan resignation automatically force sinn féin deputy minister michelle o’neill position 

 "
04/10/2014,22,Carlow,Other,jimallister ilk screw not want pretty assure sinn fein deputy minister minister election forr hump stupid stupid
03/01/2021,24,Monaghan,Catholic,alexkaneb fault sinn fein alexkaneb
10/10/2016,62,Laois,Catholic,duponline geranium look ropey fucking sinn fein ☹ ️
22/02/2015,47,Kilkenny,Protestant,"party claim different sinn fein dup sure keen follow lead 

 one hold northern ireland ransom"
17/04/2015,28,Offaly,Other,jimallister celebrate shenanigan tonight jim cost heat energy price rise waiting list hospital go scale today hey sinn fein dfm sad old man
17/10/2015,57,Roscommon,Catholic,killermartinis sinn fein prorepublic ireland party like well ireland unite republic antibrexit recognize inflict damage country not willing want
21/01/2015,47,Westmeath,Catholic,andreubl quina putada perquè o neill com política mencanta el sinn féin en general què complexa és la política del nord dirlanda sempre 😅
10/06/2021,32,Dublin,Other,sinn fein deputy minister midnight   bad day
12/01/2018,34,Tipperary,Catholic,johnfinucane people deserve sinn fein
26/01/2018,59,Tyrone,Protestant,save public money dup sinn fein book hotel
10/08/2015,39,Waterford,Other,"  sinn féin oppose fracke north amp south 

 christmas sf introduce bill stormont ban fracke 

 despite repeat clarification amp unambiguous statement   foe continue push 

 clearly political environmental 

 disappointing amp concern"
31/12/2020,23,Monaghan,Catholic,"killermartinis friend ni say s right 

 tell mean s executive st minister amp deputy st equal power sharing agreement dup person go sinn fein person automatically leave office"
01/12/2017,29,Dublin,Catholic,"‼️ dimite el primer ministro de irlanda del norte paul givan por desavenencias con el brexit y la política fronteriza con irlanda 🇮 🇪 

 su dimisión conlleva también la de la viceprimera ministra del sinn féin ☘ ️ michelle o’neill 

 "
04/05/2019,29,Kilkenny,Other,xxbumblebaexx drink time mention sinn fein
24/06/2015,36,Louth,Catholic,s essentially sinn féin   year ago want go devolve home rule arrangement effectively declare one self one government use undermine legitimacy uk parliament uks rule law
17/06/2014,56,Westmeath,Catholic,"fair simon agin callapse stormont   action sinn fein 
 wonder tweet tonight"
24/09/2021,51,Mayo,Other,"edwin poot tomou decisão sem consultar o sinn féin parceiro de governo dup 
"
09/02/2022,36,Meath,Catholic,alfredsammut trussliz marossefcovic dup tory eu irish gov alliance party sinn fein
08/11/2017,57,Antrim,Protestant,sinnfeinireland wardy parent tell sinn fein interest special need child approach help return special need child school  
10/06/2018,24,Wicklow,Other,darranmarshall maryloumcdonald sinn féin will not facilitate absence function executive high horse mary lou remember time facilitate
07/08/2021,62,Derry,Other,"wrong way sinn fein point finger dup embarrassment amp insult thinking person intelligence wrap tricolour amp expect respect vote moneillsf sinnfeinireland 

 hypocrite stormont"
07/04/2014,38,Waterford,Protestant,emyrlewis guess westminster unionist will not keen precident sinn fein win assembly election expect
24/02/2020,22,Meath,Catholic,"affordable purchase home genuinely affordable   hidden share equity cost amp inflated developer margin 

 possible deliver thousand affordable purchase public home € amp amp sinn féin govt 

 timechange  "
26/05/2015,19,Meath,Catholic,jeffery bumfluff sinn fein brain 🧠
25/11/2014,22,Galway,Catholic,"dup minister northern ireland resign amid brexit row 

 paul givan resignation effective midnight 

 sinn féin early election 

 "
12/03/2018,48,Cork,Protestant,jimallister wait minute sinn fein boycotted stormont   year not think listen nonsense spout
30/08/2015,45,Galway,Atheist,fergusodowd absolute non irishman citizenship sinn fein leader mary lou get
29/09/2018,37,Laois,Catholic,"dup election stragety 

 stand agreement 
 unionist ignore 
 mention sinn fein line 

 whaddaboutthera 

 genius"
17/07/2017,44,Derry,Catholic,allisonmorris sinn fein win seat minister dup will not accept will not return stormont dublin joint authority quickly ll stormont
10/04/2013,40,Fermanagh,Other,time long ago well late   ve pander sinn fein ira 👊 🇬 🇧
02/11/2022,22,Roscommon,Catholic,mancherunite conorhouston dup add sinn fein vote 🤣 🤣 🤣 🤣 🤣 big mandate end day dup money not care poverty loyalist area decline dup leadership
30/03/2017,26,Leitrim,Catholic,rickhug kes williamcrawley not collapse paul givan fm point ok sinn fein apparently threaten perfectly ok dup exact thing logical thinking
10/04/2019,30,Clare,Atheist,ruairi declankearneysf sinn fein email mate tell jump band wagon wonder disappear sinn fein know
06/05/2017,36,Wexford,Protestant,lot go uk today intertwine economic political sphere story break key element     sunak johnson doyle givan sinnfein
13/11/2017,28,Carlow,Protestant,respectisvital maureen agenda dissolve parliament election feel ll chance oup unionist party long fuck thing   worried look like sinn fein big party
17/10/2014,22,Mayo,Protestant,la dimisión del ministro principal de irlanda del norte paul givan alienta al sinnféin para pedir que se adelanten las elecciones autonómicas de mayo los republicanos viven un momento en el que ven su oportunidad para liderar el gobierno norirlandés
13/10/2014,18,Laois,Catholic,columeastwood sinn féin surely
09/12/2015,42,Meath,Other,declankearneysf not hear sinn fein walk   year chance reply
19/03/2013,63,Louth,Atheist,reminder sinn fein previously call rigorous implementation protocol recent time call change mitigation solution
26/11/2013,32,Sligo,Catholic,scottmoore democratic majority nationalism wish represent sinn féin amp police right sdlp undemocratic share ministerial position unionism amp dup
14/11/2016,27,Clare,Catholic,conorhouston want run country sinn fein ira want border pole dup right  
03/03/2014,65,Meath,Catholic,rtenew absolute gift sinn féin   delighted verdict
11/11/2017,40,Dublin,Other,"moneillsf challenge bbcnewsline sinn fein hypocrisy resignation paulgivan sinnfeinireland exact  
 duponline   sinnfeinireland government work time change"
29/05/2021,48,Louth,Catholic,    year stormont close sinn fein close not listen distorted truth republican propaganda look past sectarian rhetoric
11/12/2019,52,Wicklow,Atheist,election barely matter dup will not vote deputy minister sinn fein minister hateful lose ball home throw rattle pram etc etc etc
11/10/2015,38,Tipperary,Catholic,not hear sinn fein call election walk close stormont   year not care health budget hypocrite not cake eat
18/10/2014,33,Westmeath,Atheist,joelcassell european champion take piss dup walk away stormont sinn fein minister place paul give 😂 😂 😂 😂 😂 😂 😂 check go
03/12/2017,40,Limerick,Atheist,bring forward northern ireland assembly election not resolve matter sinn fein poll ahead dup widely expect minister post new administration dup decide serve executive happen
06/08/2022,38,Wicklow,Catholic,cjhumanright work fine concession forthcoming sinn fein amp pan nationalists failure 🤔
